movieId, movieName, boxInfo, sumBoxInfo, avgShowView, boxRate, showInfo, avgSeatView, date
1212376,惊魂七夜,1.73,67.4万,5,<0.1%,146,4.6%,2018-01-03
344929,前任3：再见前任,11540.82,7.37亿,38,69.6%,88342,26.5%,2018-01-04
1170264,芳华,1434.10,13.02亿,11,8.6%,41985,7.6%,2018-01-04
368135,二代妖精之今生有幸,992.70,2.41亿,8,5.9%,36277,7.2%,2018-01-04
1200984,妖铃铃,851.83,3.35亿,6,5.1%,41692,5.5%,2018-01-04
343945,解忧杂货店,469.84,2.04亿,5,2.8%,30007,4.7%,2018-01-04
345862,妖猫传,449.42,5.05亿,8,2.7%,15560,6.5%,2018-01-04
247948,星球大战：最后的绝地武士,366.93,366.9万,23,2.2%,4214,11.5%,2018-01-04
342068,寻梦环游记,146.43,11.79亿,7,0.8%,7187,5.7%,2018-01-04
655258,机器之血,133.10,3.02亿,7,0.8%,5951,6.1%,2018-01-04
1197732,心理罪之城市之光,89.27,2.19亿,7,0.5%,3908,7.0%,2018-01-04
344661,邹碧华,20.99,354.1万,72,0.1%,58,80.2%,2018-01-04
343905,帕丁顿熊2,19.20,2.02亿,6,0.1%,1168,5.6%,2018-01-04
337443,至爱梵高·星空之谜,13.37,6735.3万,7,<0.1%,601,7.5%,2018-01-04
1135401,咖啡风暴,8.28,29.0万,88,<0.1%,23,85.6%,2018-01-04
1212450,小猫巴克里,6.90,963.1万,2,<0.1%,1353,1.8%,2018-01-04
344183,奇门遁甲,6.21,2.99亿,4,<0.1%,588,4.4%,2018-01-04
1211570,咕噜咕噜美人鱼2,4.54,853.0万,2,<0.1%,1377,1.5%,2018-01-04
346625,至暗时刻,2.61,3689.2万,11,<0.1%,54,15.6%,2018-01-04
1211089,北平以北,1.31,75.5万,85,<0.1%,6,79.0%,2018-01-04
1212376,惊魂七夜,1.16,68.6万,4,<0.1%,131,3.7%,2018-01-04
342568,诡梦凶铃,1.12,454.5万,72,<0.1%,3,86.0%,2018-01-04
344929,前任3：再见前任,14924.48,8.86亿,50,60.9%,87296,40.7%,2018-01-05
247948,星球大战：最后的绝地武士,6140.63,6507.5万,20,25.0%,91240,12.9%,2018-01-05
1170264,芳华,1390.20,13.16亿,17,5.6%,25055,17.2%,2018-01-05
368135,二代妖精之今生有幸,599.42,2.47亿,13,2.4%,13880,13.7%,2018-01-05
1200984,妖铃铃,483.97,3.40亿,9,1.9%,17440,8.8%,2018-01-05
343945,解忧杂货店,288.84,2.07亿,9,1.1%,10630,9.4%,2018-01-05
345862,妖猫传,263.93,5.08亿,14,1.0%,5410,14.9%,2018-01-05
342068,寻梦环游记,171.06,11.80亿,12,0.6%,4492,12.0%,2018-01-05
1197732,心理罪之城市之光,44.06,2.20亿,10,0.1%,1247,11.6%,2018-01-05
344661,邹碧华,40.71,394.8万,86,0.1%,92,100%,2018-01-05
655258,机器之血,38.42,3.02亿,7,0.1%,1798,8.1%,2018-01-05
343905,帕丁顿熊2,19.49,2.02亿,9,<0.1%,734,10.2%,2018-01-05
343447,尼斯：疯狂的心,12.72,12.7万,6,<0.1%,698,4.5%,2018-01-05
337443,至爱梵高·星空之谜,10.34,6745.6万,10,<0.1%,330,11.0%,2018-01-05
1211570,咕噜咕噜美人鱼2,9.24,862.2万,4,<0.1%,1024,4.5%,2018-01-05
1212450,小猫巴克里,9.13,972.3万,5,<0.1%,820,4.9%,2018-01-05
1135401,咖啡风暴,6.28,35.3万,80,<0.1%,20,100%,2018-01-05
344183,奇门遁甲,4.06,2.99亿,5,<0.1%,271,6.6%,2018-01-05
1211089,北平以北,3.52,79.1万,115,<0.1%,11,73.0%,2018-01-05
346625,至暗时刻,2.04,3691.3万,15,<0.1%,32,22.5%,2018-01-05
342568,诡梦凶铃,1.93,456.4万,90,<0.1%,5,100%,2018-01-05
1211465,醉佳导演,1.60,1.6万,1,<0.1%,695,1.0%,2018-01-05
1212376,惊魂七夜,1.34,69.9万,6,<0.1%,91,6.0%,2018-01-05
1209177,南哥,1.30,24.9万,171,<0.1%,2,85.8%,2018-01-05
1203120,巨额来电,1.12,5581.2万,12,<0.1%,28,15.4%,2018-01-05
344929,前任3：再见前任,21915.67,11.05亿,55,62.2%,114291,42.5%,2018-01-06
247948,星球大战：最后的绝地武士,7212.44,1.37亿,27,20.5%,74973,18.4%,2018-01-06
1170264,芳华,2253.86,13.38亿,26,6.4%,25908,27.2%,2018-01-06
368135,二代妖精之今生有幸,988.63,2.57亿,22,2.8%,13131,25.8%,2018-01-06
342068,寻梦环游记,751.47,11.88亿,22,2.1%,10676,21.3%,2018-01-06
1200984,妖铃铃,599.28,3.46亿,13,1.7%,14462,13.6%,2018-01-06
345862,妖猫传,461.02,5.13亿,24,1.3%,5305,26.3%,2018-01-06
343945,解忧杂货店,446.20,2.11亿,15,1.2%,9269,17.1%,2018-01-06
343905,帕丁顿熊2,112.62,2.03亿,21,0.3%,1716,22.3%,2018-01-06
1212450,小猫巴克里,73.10,1045.4万,9,0.2%,2964,9.2%,2018-01-06
1197732,心理罪之城市之光,68.24,2.21亿,16,0.1%,1191,19.9%,2018-01-06
1211570,咕噜咕噜美人鱼2,59.93,922.1万,8,0.1%,3254,8.6%,2018-01-06
655258,机器之血,59.81,3.03亿,11,0.1%,1705,13.2%,2018-01-06
672130,奇迹男孩,37.19,37.1万,111,0.1%,101,94.4%,2018-01-06
337443,至爱梵高·星空之谜,24.41,6770.1万,19,<0.1%,378,21.7%,2018-01-06
343447,尼斯：疯狂的心,17.10,29.8万,9,<0.1%,552,7.8%,2018-01-06
1209260,卧底巨星,12.33,12.4万,207,<0.1%,5,74.9%,2018-01-06
346625,至暗时刻,7.81,3699.1万,32,<0.1%,50,49.7%,2018-01-06
1135401,咖啡风暴,5.47,40.7万,86,<0.1%,16,100%,2018-01-06
344183,奇门遁甲,4.33,2.99亿,6,<0.1%,244,8.7%,2018-01-06
1211555,天籁梦想,3.80,4.0万,97,<0.1%,12,100%,2018-01-06
344661,邹碧华,3.67,398.5万,65,<0.1%,11,56.3%,2018-01-06
342568,诡梦凶铃,3.43,459.9万,79,<0.1%,9,86.4%,2018-01-06
1212376,惊魂七夜,2.27,72.2万,8,<0.1%,106,8.0%,2018-01-06
1211063,太空救援,1.24,1.5万,98,<0.1%,3,100.0%,2018-01-06
1211465,醉佳导演,1.21,2.8万,2,<0.1%,402,1.4%,2018-01-06
1208145,笔仙咒怨,1.15,574.6万,4,<0.1%,127,9.7%,2018-01-06
344422,东方快车谋杀案,1.10,2.30亿,18,<0.1%,13,32.9%,2018-01-06
344929,前任3：再见前任,19719.60,13.03亿,47,64.9%,121567,34.8%,2018-01-07
247948,星球大战：最后的绝地武士,4937.18,1.86亿,21,16.2%,66459,14.6%,2018-01-07
1170264,芳华,1972.20,13.58亿,23,6.4%,26114,23.4%,2018-01-07
368135,二代妖精之今生有幸,972.47,2.66亿,21,3.2%,13349,24.8%,2018-01-07
342068,寻梦环游记,753.14,11.95亿,21,2.4%,11040,20.9%,2018-01-07
1200984,妖铃铃,508.53,3.51亿,11,1.6%,13766,12.1%,2018-01-07
345862,妖猫传,438.34,5.17亿,21,1.4%,5812,22.7%,2018-01-07
343945,解忧杂货店,381.07,2.15亿,14,1.2%,8709,15.5%,2018-01-07
343905,帕丁顿熊2,114.34,2.04亿,22,0.3%,1691,23.6%,2018-01-07
341897,勇敢者游戏：决战丛林,90.90,90.9万,224,0.2%,93,83.3%,2018-01-07
1212450,小猫巴克里,75.43,1120.8万,10,0.2%,2773,10.1%,2018-01-07
1197732,心理罪之城市之光,63.76,2.21亿,14,0.2%,1261,16.9%,2018-01-07
655258,机器之血,63.58,3.03亿,11,0.2%,1786,13.6%,2018-01-07
1211570,咕噜咕噜美人鱼2,63.23,985.4万,8,0.2%,3079,9.4%,2018-01-07
1204720,妈妈咪鸭,31.86,44.5万,55,0.1%,182,81.2%,2018-01-07
337443,至爱梵高·星空之谜,21.55,6791.6万,18,<0.1%,373,19.8%,2018-01-07
343447,尼斯：疯狂的心,17.62,47.4万,9,<0.1%,553,8.2%,2018-01-07
1209260,卧底巨星,15.13,27.5万,166,<0.1%,6,83.7%,2018-01-07
1135401,咖啡风暴,6.72,47.5万,81,<0.1%,20,100%,2018-01-07
346625,至暗时刻,5.88,3705.0万,25,<0.1%,50,38.7%,2018-01-07
344183,奇门遁甲,5.47,2.99亿,7,<0.1%,247,10.9%,2018-01-07
1200609,大世界,5.15,5.1万,152,<0.1%,4,--,2018-01-07
344661,邹碧华,4.43,402.9万,149,<0.1%,7,100%,2018-01-07
1203120,巨额来电,3.39,5584.7万,52,<0.1%,58,100%,2018-01-07
342568,诡梦凶铃,2.74,462.6万,77,<0.1%,7,90.6%,2018-01-07
71946,无问西东,2.40,2.4万,198,<0.1%,2,100.0%,2018-01-07
1212376,惊魂七夜,2.06,74.2万,7,<0.1%,108,7.1%,2018-01-07
1211089,北平以北,1.57,80.6万,263,<0.1%,2,50.9%,2018-01-07
344929,前任3：再见前任,9846.35,14.01亿,25,71.9%,114142,18.0%,2018-01-08
247948,星球大战：最后的绝地武士,1498.51,2.01亿,8,10.9%,58762,5.2%,2018-01-08
1170264,芳华,875.98,13.67亿,11,6.4%,26080,10.5%,2018-01-08
368135,二代妖精之今生有幸,470.58,2.71亿,10,3.4%,14178,10.5%,2018-01-08
1200984,妖铃铃,251.70,3.54亿,6,1.8%,13917,5.8%,2018-01-08
345862,妖猫传,203.65,5.19亿,9,1.4%,6350,10.1%,2018-01-08
343945,解忧杂货店,170.57,2.17亿,6,1.2%,8811,6.8%,2018-01-08
342068,寻梦环游记,125.54,11.97亿,7,0.9%,5710,6.8%,2018-01-08
655258,机器之血,35.68,3.04亿,6,0.2%,1998,6.4%,2018-01-08
1197732,心理罪之城市之光,33.84,2.22亿,7,0.2%,1474,7.6%,2018-01-08
344661,邹碧华,13.77,416.7万,99,0.1%,27,100%,2018-01-08
1209260,卧底巨星,13.71,41.2万,288,0.1%,3,85.5%,2018-01-08
343905,帕丁顿熊2,10.39,2.04亿,6,<0.1%,566,7.0%,2018-01-08
343447,尼斯：疯狂的心,8.83,56.2万,5,<0.1%,588,3.8%,2018-01-08
1135401,咖啡风暴,7.95,55.4万,88,<0.1%,21,100%,2018-01-08
337443,至爱梵高·星空之谜,5.15,6796.8万,8,<0.1%,211,8.5%,2018-01-08
1212450,小猫巴克里,5.07,1125.9万,2,<0.1%,975,2.0%,2018-01-08
1211570,咕噜咕噜美人鱼2,4.59,990.0万,2,<0.1%,956,2.3%,2018-01-08
71946,无问西东,3.99,6.3万,227,<0.1%,3,86.4%,2018-01-08
1211089,北平以北,3.25,83.9万,149,<0.1%,8,41.3%,2018-01-08
344183,奇门遁甲,2.79,2.99亿,3,<0.1%,289,4.3%,2018-01-08
342568,诡梦凶铃,2.60,465.2万,91,<0.1%,6,88.2%,2018-01-08
346625,至暗时刻,2.27,3707.3万,11,<0.1%,50,15.4%,2018-01-08
1212376,惊魂七夜,1.45,75.7万,5,<0.1%,112,5.0%,2018-01-08
344929,前任3：再见前任,7816.41,14.79亿,20,67.9%,115638,14.0%,2018-01-09
247948,星球大战：最后的绝地武士,1319.02,2.14亿,7,11.4%,54009,5.0%,2018-01-09
1170264,芳华,835.78,13.75亿,10,7.2%,26503,9.8%,2018-01-09
368135,二代妖精之今生有幸,503.33,2.76亿,10,4.3%,15067,10.5%,2018-01-09
1200984,妖铃铃,243.30,3.56亿,6,2.1%,13875,5.7%,2018-01-09
345862,妖猫传,209.22,5.21亿,9,1.8%,6884,9.6%,2018-01-09
343945,解忧杂货店,167.34,2.18亿,6,1.4%,8663,6.8%,2018-01-09
342068,寻梦环游记,126.17,11.98亿,7,1.0%,5659,6.8%,2018-01-09
71946,无问西东,46.84,53.2万,108,0.4%,116,89.9%,2018-01-09
655258,机器之血,36.10,3.04亿,5,0.3%,2153,5.9%,2018-01-09
1197732,心理罪之城市之光,34.45,2.22亿,7,0.2%,1532,7.7%,2018-01-09
344661,邹碧华,32.90,449.6万,90,0.2%,72,100%,2018-01-09
343905,帕丁顿熊2,10.72,2.05亿,7,<0.1%,554,7.5%,2018-01-09
1211555,天籁梦想,9.50,13.5万,4,<0.1%,964,3.6%,2018-01-09
343447,尼斯：疯狂的心,7.88,64.1万,5,<0.1%,570,3.5%,2018-01-09
1209260,卧底巨星,7.36,48.6万,213,<0.1%,3,84.5%,2018-01-09
1135401,咖啡风暴,6.93,62.3万,83,<0.1%,20,90.8%,2018-01-09
1212450,小猫巴克里,5.32,1131.2万,3,<0.1%,883,2.3%,2018-01-09
337443,至爱梵高·星空之谜,5.02,6801.8万,7,<0.1%,231,7.6%,2018-01-09
1211570,咕噜咕噜美人鱼2,3.86,993.8万,2,<0.1%,834,2.2%,2018-01-09
344183,奇门遁甲,3.79,2.99亿,4,<0.1%,309,5.6%,2018-01-09
346625,至暗时刻,2.32,3709.6万,10,<0.1%,61,14.8%,2018-01-09
342568,诡梦凶铃,1.73,467.0万,83,<0.1%,4,73.7%,2018-01-09
1211089,北平以北,1.53,85.4万,92,<0.1%,6,22.4%,2018-01-09
1212376,惊魂七夜,1.48,77.2万,5,<0.1%,127,4.7%,2018-01-09
344422,东方快车谋杀案,1.00,2.30亿,21,<0.1%,13,25.9%,2018-01-09
344929,前任3：再见前任,6424.08,15.43亿,16,64.7%,115863,11.4%,2018-01-10
247948,星球大战：最后的绝地武士,1166.29,2.26亿,7,11.7%,51196,4.7%,2018-01-10
1170264,芳华,791.79,13.83亿,9,7.9%,27036,9.0%,2018-01-10
368135,二代妖精之今生有幸,525.46,2.81亿,10,5.2%,16063,10.1%,2018-01-10
1200984,妖铃铃,236.44,3.59亿,5,2.3%,13962,5.5%,2018-01-10
345862,妖猫传,219.01,5.23亿,9,2.2%,7545,9.1%,2018-01-10
343945,解忧杂货店,166.74,2.20亿,6,1.6%,8735,6.6%,2018-01-10
342068,寻梦环游记,124.36,11.99亿,7,1.2%,5653,6.7%,2018-01-10
1197732,心理罪之城市之光,36.99,2.22亿,7,0.3%,1653,7.5%,2018-01-10
655258,机器之血,36.38,3.04亿,5,0.3%,2339,5.6%,2018-01-10
344661,邹碧华,30.46,480.1万,82,0.3%,74,100%,2018-01-10
344453,整形师·脸,26.41,441.8万,122,0.2%,56,75.6%,2018-01-10
71946,无问西东,16.73,69.9万,74,0.1%,27,100%,2018-01-10
1209260,卧底巨星,14.22,62.8万,190,0.1%,6,88.8%,2018-01-10
343905,帕丁顿熊2,9.99,2.05亿,6,0.1%,588,6.2%,2018-01-10
343447,尼斯：疯狂的心,7.43,71.6万,4,<0.1%,572,3.2%,2018-01-10
1212450,小猫巴克里,5.80,1137.0万,3,<0.1%,868,2.6%,2018-01-10
1135401,咖啡风暴,5.62,68.0万,94,<0.1%,16,87.7%,2018-01-10
337443,至爱梵高·星空之谜,5.21,6807.0万,7,<0.1%,245,7.3%,2018-01-10
1211555,天籁梦想,4.39,17.8万,3,<0.1%,509,3.0%,2018-01-10
1211570,咕噜咕噜美人鱼2,3.53,997.4万,2,<0.1%,797,2.1%,2018-01-10
344183,奇门遁甲,3.30,2.99亿,3,<0.1%,334,4.3%,2018-01-10
342362,相声大电影之我要幸福,2.32,1787.8万,94,<0.1%,23,100%,2018-01-10
346625,至暗时刻,2.12,3711.7万,9,<0.1%,58,14.0%,2018-01-10
1212376,惊魂七夜,1.72,78.9万,5,<0.1%,132,5.0%,2018-01-10
1211089,北平以北,1.23,86.7万,107,<0.1%,4,18.9%,2018-01-10
1210956,童话先生,1.19,36.2万,100,<0.1%,6,--,2018-01-10
342568,诡梦凶铃,1.11,468.1万,83,<0.1%,3,68.2%,2018-01-10
344929,前任3：再见前任,5377.53,15.97亿,14,59.9%,115156,9.5%,2018-01-11
247948,星球大战：最后的绝地武士,1009.98,2.36亿,6,11.2%,48865,4.2%,2018-01-11
1170264,芳华,770.58,13.91亿,9,8.5%,27492,8.5%,2018-01-11
368135,二代妖精之今生有幸,532.97,2.87亿,9,5.9%,17322,9.3%,2018-01-11
341897,勇敢者游戏：决战丛林,231.52,322.4万,32,2.5%,2331,18.5%,2018-01-11
1200984,妖铃铃,222.43,3.61亿,5,2.4%,14043,5.1%,2018-01-11
345862,妖猫传,220.48,5.26亿,8,2.4%,7833,8.7%,2018-01-11
343945,解忧杂货店,163.01,2.22亿,6,1.8%,8892,6.4%,2018-01-11
342068,寻梦环游记,121.72,12.00亿,7,1.3%,5706,6.4%,2018-01-11
71946,无问西东,48.61,118.5万,26,0.5%,624,20.4%,2018-01-11
344661,邹碧华,43.13,523.2万,78,0.4%,108,100%,2018-01-11
1197732,心理罪之城市之光,37.24,2.23亿,7,0.4%,1700,7.1%,2018-01-11
655258,机器之血,32.68,3.05亿,5,0.3%,2415,4.8%,2018-01-11
1209260,卧底巨星,25.28,88.1万,19,0.2%,448,17.7%,2018-01-11
344453,整形师·脸,23.17,465.0万,136,0.2%,45,79.7%,2018-01-11
343905,帕丁顿熊2,11.18,2.05亿,6,0.1%,611,6.5%,2018-01-11
343447,尼斯：疯狂的心,7.22,78.8万,4,<0.1%,566,3.2%,2018-01-11
337443,至爱梵高·星空之谜,5.89,6812.9万,7,<0.1%,258,8.0%,2018-01-11
344183,奇门遁甲,5.47,2.99亿,5,<0.1%,338,7.3%,2018-01-11
1135401,咖啡风暴,5.14,73.1万,84,<0.1%,17,78.6%,2018-01-11
1211063,太空救援,4.33,6.8万,6,<0.1%,268,5.4%,2018-01-11
1212450,小猫巴克里,4.15,1141.2万,2,<0.1%,838,1.9%,2018-01-11
1211555,天籁梦想,4.12,22.0万,4,<0.1%,422,3.5%,2018-01-11
346625,至暗时刻,2.93,3714.7万,10,<0.1%,67,14.2%,2018-01-11
1211570,咕噜咕噜美人鱼2,2.57,1000.0万,2,<0.1%,773,1.5%,2018-01-11
1211089,北平以北,1.58,88.2万,44,<0.1%,14,18.3%,2018-01-11
1212376,惊魂七夜,1.15,80.1万,5,<0.1%,102,4.9%,2018-01-11
342568,诡梦凶铃,1.03,469.1万,73,<0.1%,3,64.8%,2018-01-11
341897,勇敢者游戏：决战丛林,7442.06,7764.5万,30,37.9%,76223,20.1%,2018-01-12
344929,前任3：再见前任,4750.75,16.45亿,25,24.2%,54584,19.4%,2018-01-12
71946,无问西东,3552.64,3671.2万,22,18.1%,57583,19.1%,2018-01-12
1209260,卧底巨星,2099.10,2187.2万,15,10.7%,47115,15.0%,2018-01-12
1211063,太空救援,509.74,516.5万,9,2.5%,20546,8.2%,2018-01-12
247948,星球大战：最后的绝地武士,366.13,2.40亿,11,1.8%,7646,6.0%,2018-01-12
1170264,芳华,240.83,13.93亿,16,1.2%,4616,17.3%,2018-01-12
329733,迷镇凶案,160.62,160.8万,7,0.8%,9119,6.4%,2018-01-12
1200609,大世界,64.30,69.6万,3,0.3%,7011,3.0%,2018-01-12
344661,邹碧华,58.77,582.0万,96,0.2%,122,98.2%,2018-01-12
342068,寻梦环游记,55.58,12.01亿,11,0.2%,1551,12.2%,2018-01-12
344453,整形师·脸,44.71,509.7万,113,0.2%,97,69.0%,2018-01-12
368135,二代妖精之今生有幸,38.24,2.87亿,10,0.1%,1218,12.7%,2018-01-12
345862,妖猫传,26.21,5.26亿,12,0.1%,565,15.2%,2018-01-12
1211693,时空终点,19.51,19.5万,4,<0.1%,2211,4.1%,2018-01-12
1208122,神秘巨星,16.93,16.9万,72,<0.1%,80,53.1%,2018-01-12
1200984,妖铃铃,16.01,3.61亿,5,<0.1%,1017,6.6%,2018-01-12
493549,大寒,11.95,11.9万,6,<0.1%,617,6.6%,2018-01-12
1212450,小猫巴克里,8.95,1150.1万,6,<0.1%,313,7.7%,2018-01-12
1197732,心理罪之城市之光,8.45,2.23亿,8,<0.1%,269,7.8%,2018-01-12
343945,解忧杂货店,6.91,2.22亿,5,<0.1%,436,8.2%,2018-01-12
342568,诡梦凶铃,6.77,475.9万,93,<0.1%,13,100%,2018-01-12
1135401,咖啡风暴,4.26,77.4万,69,<0.1%,17,90.1%,2018-01-12
344183,奇门遁甲,3.92,2.99亿,12,<0.1%,104,18.6%,2018-01-12
1211089,北平以北,3.77,92.0万,160,<0.1%,8,45.6%,2018-01-12
343905,帕丁顿熊2,3.05,2.05亿,8,<0.1%,138,9.8%,2018-01-12
1211570,咕噜咕噜美人鱼2,2.89,1002.8万,4,<0.1%,308,4.8%,2018-01-12
343447,尼斯：疯狂的心,2.42,81.2万,3,<0.1%,246,2.3%,2018-01-12
337443,至爱梵高·星空之谜,2.01,6814.9万,10,<0.1%,58,13.3%,2018-01-12
655258,机器之血,1.75,3.05亿,3,<0.1%,213,3.5%,2018-01-12
341897,勇敢者游戏：决战丛林,10038.13,1.78亿,36,39.6%,83732,23.7%,2018-01-13
344929,前任3：再见前任,6661.25,17.11亿,30,26.3%,63854,24.0%,2018-01-13
71946,无问西东,4877.75,8549.0万,30,19.2%,55079,25.4%,2018-01-13
1209260,卧底巨星,802.89,2990.1万,8,3.1%,34611,7.8%,2018-01-13
247948,星球大战：最后的绝地武士,705.89,2.47亿,22,2.7%,7202,12.0%,2018-01-13
1170264,芳华,554.07,13.99亿,23,2.1%,7009,24.8%,2018-01-13
1211063,太空救援,375.34,891.9万,9,1.4%,12772,9.4%,2018-01-13
342068,寻梦环游记,371.19,12.05亿,19,1.4%,6177,18.3%,2018-01-13
329733,迷镇凶案,157.78,318.6万,9,0.6%,6445,9.3%,2018-01-13
346180,青蛙总动员,99.89,1113.4万,7,0.3%,4812,7.9%,2018-01-13
368135,二代妖精之今生有幸,93.99,2.88亿,17,0.3%,1680,20.5%,2018-01-13
345862,妖猫传,78.93,5.27亿,21,0.3%,981,25.3%,2018-01-13
343887,守信少年,66.69,475.4万,84,0.2%,195,65.2%,2018-01-13
344453,整形师·脸,63.03,572.8万,133,0.2%,115,79.9%,2018-01-13
1200609,大世界,57.68,127.3万,4,0.2%,4772,3.9%,2018-01-13
343905,帕丁顿熊2,36.91,2.05亿,19,0.1%,632,20.1%,2018-01-13
1200984,妖铃铃,28.28,3.61亿,8,0.1%,1124,10.5%,2018-01-13
