movieId, movieName, boxInfo, sumBoxInfo, avgShowView, boxRate, showInfo, avgSeatView, date
1225993,雪人奇缘,38.87,1.22亿,101,0.5%,61,100%,2020-01-09
1297995,只有芸知道,38.50,1.58亿,3,0.5%,4275,3.0%,2020-01-09
1237279,特警队,30.56,5487.8万,3,0.4%,4125,2.4%,2020-01-09
1228776,下一任：前任,26.75,1.38亿,67,0.3%,64,100%,2020-01-09
1302100,刑场上的婚礼,22.06,116.8万,39,0.2%,169,43.8%,2020-01-09
1235560,白蛇：缘起,18.39,4.38亿,79,0.2%,22,100%,2020-01-09
248906,流浪地球,18.14,46.59亿,85,0.2%,30,100%,2020-01-09
1218029,少年的你,16.01,15.54亿,67,0.2%,36,100%,2020-01-09
1260459,赛尔号大电影7：疯狂机器城,15.49,2935.6万,69,0.2%,33,--,2020-01-09
1227611,小小的愿望,12.79,2.83亿,106,0.1%,19,--,2020-01-09
1218141,扫毒2天地对决,11.54,13.09亿,82,0.1%,26,100%,2020-01-09
1213293,小羊肖恩2：末日农场,10.96,1631.5万,2,0.1%,2170,1.8%,2020-01-09
1250700,攀登者,10.36,10.88亿,58,0.1%,32,100%,2020-01-09
1216383,比悲伤更悲伤的故事,10.03,9.55亿,63,0.1%,14,--,2020-01-09
1230126,大河唱,9.57,249.7万,52,0.1%,43,51.3%,2020-01-09
1277527,那时风华,8.52,1425.3万,11,0.1%,214,13.5%,2020-01-09
345397,催眠·裁决,8.27,9825.4万,12,0.1%,20,17.0%,2020-01-09
1291012,为爱重生,8.09,2400.2万,14,0.1%,207,100%,2020-01-09
1218091,飞驰人生,7.42,17.19亿,88,<0.1%,14,100%,2020-01-09
1243361,烈火英雄,6.99,16.93亿,79,<0.1%,19,100%,2020-01-09
344869,疯狂的外星人,6.22,22.09亿,76,<0.1%,14,100%,2020-01-09
1298938,熊出没·狂野大陆,6.16,1405.9万,220,<0.1%,4,--,2020-01-09
1250610,乡村青年,5.30,956.1万,95,<0.1%,8,100%,2020-01-09
1203825,唐顿庄园,5.27,2243.9万,4,<0.1%,366,4.9%,2020-01-09
1213197,很有态度,5.03,5.8万,90,<0.1%,10,64.0%,2020-01-09
1299333,鹭世界,4.41,124.2万,5,<0.1%,403,3.7%,2020-01-09
1201272,为家而战,4.40,4.4万,7,<0.1%,228,5.8%,2020-01-09
1258163,利刃出鞘,4.08,1.99亿,5,<0.1%,200,5.9%,2020-01-09
1203046,坂本龙一：终曲,4.06,469.4万,4,<0.1%,311,3.8%,2020-01-09
1281095,紫罗兰永恒花园 外传：永远与自动手记人偶,3.95,30.6万,14,<0.1%,91,11.9%,2020-01-09
1229534,银河补习班,3.87,8.72亿,57,<0.1%,15,100%,2020-01-09
580298,新喜剧之王,3.55,6.26亿,73,<0.1%,10,100%,2020-01-09
248172,复仇者联盟4：终局之战,3.48,42.49亿,40,<0.1%,14,--,2020-01-09
1242431,最好的我们,3.24,4.14亿,63,<0.1%,10,100%,2020-01-09
1133527,阳光夏令营,3.04,25.0万,38,<0.1%,10,--,2020-01-09
378256,美丽人生,2.97,51.6万,4,<0.1%,325,--,2020-01-09
1211727,反贪风暴4,2.96,7.98亿,58,<0.1%,11,100%,2020-01-09
1290390,民警攻略,2.90,382.8万,92,<0.1%,11,87.5%,2020-01-09
1278147,古窑迷踪,2.36,78.2万,2,<0.1%,581,1.7%,2020-01-09
1250662,大约在冬季,2.22,2.27亿,18,<0.1%,26,31.2%,2020-01-09
346409,尼斯大冒险,2.09,445.1万,2,<0.1%,564,1.5%,2020-01-09
1233150,小猪佩奇过大年,2.03,1.25亿,55,<0.1%,7,--,2020-01-09
1218215,追龙Ⅱ,1.85,3.09亿,59,<0.1%,5,100%,2020-01-09
346640,长安道,1.84,2614.3万,115,<0.1%,4,--,2020-01-09
1250690,受益人,1.75,2.19亿,34,<0.1%,3,--,2020-01-09
1212608,站住！小偷,1.68,16.5万,5,<0.1%,124,6.4%,2020-01-09
346629,大侦探皮卡丘,1.66,6.39亿,54,<0.1%,5,100%,2020-01-09
1197417,使徒行者2：谍影行动,1.66,7.01亿,67,<0.1%,4,--,2020-01-09
341823,罗宾汉：起源,1.65,438.0万,2,<0.1%,453,1.4%,2020-01-09
1215114,廉政风云,1.61,1.18亿,29,<0.1%,20,28.2%,2020-01-09
1242130,古田军号,1.60,4871.3万,30,<0.1%,11,100%,2020-01-09
1263228,芬芳,1.49,67.3万,167,<0.1%,2,--,2020-01-09
410629,阿丽塔：战斗天使,1.49,8.96亿,54,<0.1%,4,100%,2020-01-09
1189879,狮子王,1.38,8.32亿,50,<0.1%,4,--,2020-01-09
1301580,铁血阳泉,1.37,75.6万,17,<0.1%,27,23.0%,2020-01-09
78826,龙之谷：破晓奇兵,1.29,5751.6万,2,<0.1%,338,1.5%,2020-01-09
1243239,熊出没·原始时代,1.29,7.14亿,38,<0.1%,5,100%,2020-01-09
336934,横财局中局,1.26,453.2万,4,<0.1%,99,5.2%,2020-01-09
418207,理查德·朱维尔的哀歌,1.24,1.2万,104,<0.1%,2,100.0%,2020-01-09
1298853,致敬英雄,1.13,2.0万,41,<0.1%,9,31.4%,2020-01-09
1279731,宠爱,1705.60,5.25亿,9,17.0%,60405,5.9%,2020-01-10
1190122,叶问4：完结篇,1498.24,9.90亿,9,14.9%,48221,6.4%,2020-01-10
1218273,误杀,1259.72,10.03亿,10,12.5%,39033,7.0%,2020-01-10
1219754,鲨海逃生,1125.88,1126.0万,6,11.2%,66205,4.8%,2020-01-10
1281095,紫罗兰永恒花园 外传：永远与自动手记人偶,887.57,918.1万,7,8.8%,46251,5.8%,2020-01-10
1201272,为家而战,852.27,856.6万,4,8.5%,77990,2.6%,2020-01-10
1284594,我为你牺牲,555.89,2.28亿,81,5.5%,673,100%,2020-01-10
1214142,变身特工,326.25,4403.6万,9,3.2%,10370,8.7%,2020-01-10
1298853,致敬英雄,156.44,158.5万,6,1.5%,3816,5.9%,2020-01-10
1303,美丽人生,154.80,3885.6万,10,1.5%,4574,10.4%,2020-01-10
1206836,神探蒲松龄,149.40,1.59亿,88,1.4%,238,--,2020-01-10
1277939,我和我的祖国,134.58,31.14亿,82,1.3%,240,100%,2020-01-10
247949,冰雪奇缘2,101.18,8.41亿,9,1.0%,3817,8.3%,2020-01-10
1228869,半个喜剧,87.71,1.71亿,8,0.8%,3183,8.4%,2020-01-10
1196202,天使陷落,86.33,5410.2万,6,0.8%,4609,5.8%,2020-01-10
1218474,狐踪谍影,66.77,68.3万,2,0.6%,11115,1.9%,2020-01-10
1301459,海林都,60.54,4105.1万,103,0.6%,131,100%,2020-01-10
443387,星球大战：天行者崛起,60.01,1.38亿,8,0.5%,1649,3.8%,2020-01-10
1255359,别告诉她,58.66,95.0万,4,0.5%,4721,3.3%,2020-01-10
1225993,雪人奇缘,57.19,1.22亿,113,0.5%,84,100%,2020-01-10
1227611,小小的愿望,53.62,2.84亿,125,0.5%,69,100%,2020-01-10
1261203,解放·终局营救,48.64,3745.4万,61,0.4%,182,59.0%,2020-01-10
1302100,刑场上的婚礼,38.12,155.0万,56,0.3%,193,67.0%,2020-01-10
1212608,站住！小偷,32.31,48.8万,2,0.3%,7487,1.6%,2020-01-10
1238837,天·火,31.45,1.69亿,29,0.3%,133,52.3%,2020-01-10
418207,理查德·朱维尔的哀歌,29.17,30.4万,5,0.2%,1763,4.3%,2020-01-10
1230121,中国机长,22.87,28.85亿,59,0.2%,59,100%,2020-01-10
1301296,野猪,22.22,44.6万,3,0.2%,3285,2.7%,2020-01-10
1301695,城市的星空,21.90,60.3万,126,0.2%,23,100%,2020-01-10
1211270,哪吒之魔童降世,21.28,49.83亿,132,0.2%,31,100%,2020-01-10
1250700,攀登者,12.97,10.88亿,100,0.1%,21,--,2020-01-10
1297995,只有芸知道,12.74,1.58亿,4,0.1%,967,5.0%,2020-01-10
1228776,下一任：前任,12.35,1.38亿,80,0.1%,29,100%,2020-01-10
1291012,为爱重生,11.25,2411.4万,19,0.1%,223,100%,2020-01-10
1298827,亲爱的新年好,11.16,6169.0万,3,0.1%,1431,2.9%,2020-01-10
1213293,小羊肖恩2：末日农场,11.15,1642.6万,5,0.1%,969,4.5%,2020-01-10
1237279,特警队,10.79,5498.5万,4,0.1%,888,4.8%,2020-01-10
1218029,少年的你,10.44,15.54亿,79,0.1%,18,100%,2020-01-10
1218091,飞驰人生,10.18,17.19亿,120,0.1%,17,--,2020-01-10
1277644,两只老虎,7.59,2.24亿,52,<0.1%,45,100%,2020-01-10
248172,复仇者联盟4：终局之战,7.45,42.49亿,91,<0.1%,13,--,2020-01-10
1286126,守望人,6.80,11.8万,90,<0.1%,29,--,2020-01-10
1299333,鹭世界,6.76,131.0万,18,<0.1%,146,16.2%,2020-01-10
1214809,蕃薯浇米,6.37,6.5万,2,<0.1%,1064,1.5%,2020-01-10
1243361,烈火英雄,6.11,16.93亿,68,<0.1%,12,100%,2020-01-10
1277527,那时风华,6.07,1431.4万,13,<0.1%,121,13.3%,2020-01-10
1229697,四个春天,5.71,1143.7万,119,<0.1%,4,--,2020-01-10
248906,流浪地球,5.42,46.59亿,74,<0.1%,17,--,2020-01-10
1260459,赛尔号大电影7：疯狂机器城,5.25,2940.9万,98,<0.1%,8,--,2020-01-10
1301498,盲舞,5.24,5.2万,101,<0.1%,9,100%,2020-01-10
345797,猪八戒传说,5.20,6567.8万,73,<0.1%,6,--,2020-01-10
599133,无影之镜,4.92,4.9万,1,<0.1%,2902,0.5%,2020-01-10
1133527,阳光夏令营,4.52,29.5万,38,<0.1%,15,100%,2020-01-10
1220833,燃点,4.38,861.0万,122,<0.1%,3,--,2020-01-10
1218141,扫毒2天地对决,4.17,13.09亿,78,<0.1%,9,--,2020-01-10
1250610,乡村青年,4.05,960.1万,44,<0.1%,11,100%,2020-01-10
1290390,民警攻略,3.67,386.5万,88,<0.1%,15,100%,2020-01-10
1278409,巧虎大飞船历险记,3.60,2387.3万,75,<0.1%,4,--,2020-01-10
378256,美丽人生,3.26,54.9万,17,<0.1%,61,--,2020-01-10
346690,你是凶手,3.17,4839.1万,91,<0.1%,7,--,2020-01-10
248803,我和我的小伙伴们,3.16,3.1万,94,<0.1%,12,100%,2020-01-10
1211698,碟仙,2.82,5572.3万,88,<0.1%,5,--,2020-01-10
1301580,铁血阳泉,2.70,78.3万,35,<0.1%,26,33.9%,2020-01-10
1213197,很有态度,2.50,8.3万,95,<0.1%,5,65.5%,2020-01-10
1242431,最好的我们,2.50,4.14亿,39,<0.1%,9,100%,2020-01-10
1216383,比悲伤更悲伤的故事,2.49,9.55亿,86,<0.1%,7,--,2020-01-10
1277982,决胜时刻,2.47,1.19亿,41,<0.1%,17,100%,2020-01-10
1229688,看不见的小孩,2.47,1926.1万,69,<0.1%,3,--,2020-01-10
344869,疯狂的外星人,2.19,22.09亿,56,<0.1%,11,--,2020-01-10
1197417,使徒行者2：谍影行动,2.19,7.01亿,53,<0.1%,6,100%,2020-01-10
1242130,古田军号,2.16,4873.5万,28,<0.1%,18,100%,2020-01-10
1203825,唐顿庄园,2.02,2245.9万,8,<0.1%,72,10.6%,2020-01-10
1215114,廉政风云,2.00,1.18亿,36,<0.1%,22,36.8%,2020-01-10
345397,催眠·裁决,1.98,9827.4万,22,<0.1%,23,100%,2020-01-10
336934,横财局中局,1.90,455.1万,18,<0.1%,32,19.5%,2020-01-10
1174518,“大”人物,1.90,3.80亿,159,<0.1%,3,--,2020-01-10
1301605,生根,1.87,14.5万,36,<0.1%,15,44.0%,2020-01-10
1211727,反贪风暴4,1.85,7.98亿,81,<0.1%,4,100%,2020-01-10
1243239,熊出没·原始时代,1.66,7.14亿,57,<0.1%,7,100%,2020-01-10
1258163,利刃出鞘,1.59,1.99亿,7,<0.1%,60,9.6%,2020-01-10
343329,密林诡影,1.56,14.5万,44,<0.1%,3,--,2020-01-10
346409,尼斯大冒险,1.55,446.7万,3,<0.1%,239,3.0%,2020-01-10
1280015,武圣关公,1.47,2.4万,65,<0.1%,9,59.3%,2020-01-10
1301018,变化中的中国·生活因你而火热,1.45,927.0万,33,<0.1%,11,35.0%,2020-01-10
1229534,银河补习班,1.43,8.72亿,119,<0.1%,3,100%,2020-01-10
1203046,坂本龙一：终曲,1.27,470.7万,6,<0.1%,52,5.1%,2020-01-10
1212492,老师·好,1.19,3.54亿,69,<0.1%,4,100%,2020-01-10
1279731,宠爱,2395.50,5.49亿,11,17.0%,67619,7.0%,2020-01-11
1190122,叶问4：完结篇,2341.49,10.13亿,12,16.6%,57119,8.1%,2020-01-11
1218273,误杀,2256.41,10.26亿,14,16.0%,46300,10.3%,2020-01-11
1298938,熊出没·狂野大陆,1098.20,2504.1万,12,7.8%,27714,9.0%,2020-01-11
1220983,动物特工局,938.72,1088.5万,7,6.6%,44393,6.3%,2020-01-11
1281095,紫罗兰永恒花园 外传：永远与自动手记人偶,822.39,1740.5万,8,5.8%,36372,6.5%,2020-01-11
1219754,鲨海逃生,765.38,1891.4万,7,5.4%,39416,5.6%,2020-01-11
1284594,我为你牺牲,570.51,2.34亿,98,4.0%,649,100%,2020-01-11
1214142,变身特工,560.30,4963.9万,14,3.9%,10837,12.6%,2020-01-11
1201272,为家而战,340.83,1197.5万,3,2.4%,40442,2.0%,2020-01-11
1303,美丽人生,320.68,4206.3万,16,2.2%,6078,15.3%,2020-01-11
1228869,半个喜剧,185.08,1.73亿,13,1.3%,4056,13.1%,2020-01-11
247949,冰雪奇缘2,180.36,8.43亿,11,1.2%,4949,10.4%,2020-01-11
1196202,天使陷落,180.18,5590.4万,10,1.2%,5367,9.4%,2020-01-11
443387,星球大战：天行者崛起,119.13,1.39亿,12,0.8%,2060,6.2%,2020-01-11
1277939,我和我的祖国,96.51,31.15亿,74,0.6%,115,100%,2020-01-11
1255359,别告诉她,75.46,170.5万,7,0.5%,2902,6.5%,2020-01-11
1206836,神探蒲松龄,72.53,1.59亿,95,0.5%,106,--,2020-01-11
1301459,海林都,60.64,4165.8万,110,0.4%,121,100%,2020-01-11
418207,理查德·朱维尔的哀歌,58.72,89.1万,8,0.4%,2147,7.1%,2020-01-11
1261203,解放·终局营救,43.12,3788.5万,57,0.3%,173,66.0%,2020-01-11
1211270,哪吒之魔童降世,41.41,49.83亿,108,0.2%,56,100%,2020-01-11
1299333,鹭世界,40.77,171.8万,32,0.2%,453,26.5%,2020-01-11
248906,流浪地球,35.32,46.60亿,91,0.2%,50,100%,2020-01-11
1228776,下一任：前任,29.95,1.39亿,144,0.2%,35,--,2020-01-11
1301695,城市的星空,29.38,89.7万,98,0.2%,39,100%,2020-01-11
1230121,中国机长,28.86,28.85亿,72,0.2%,53,--,2020-01-11
1297995,只有芸知道,22.24,1.58亿,6,0.1%,1137,6.7%,2020-01-11
1301296,野猪,21.29,65.9万,3,0.1%,2649,3.1%,2020-01-11
1250700,攀登者,18.29,10.88亿,84,0.1%,31,--,2020-01-11
1291012,为爱重生,16.61,2428.0万,28,0.1%,215,100%,2020-01-11
1237279,特警队,15.63,5514.2万,5,0.1%,936,6.4%,2020-01-11
1280015,武圣关公,14.12,16.5万,2,0.1%,3045,1.6%,2020-01-11
1212608,站住！小偷,13.54,62.4万,3,<0.1%,2159,2.7%,2020-01-11
1213293,小羊肖恩2：末日农场,13.15,1655.8万,6,<0.1%,886,5.9%,2020-01-11
1217041,南方车站的聚会,10.81,2.02亿,18,<0.1%,61,26.4%,2020-01-11
1298827,亲爱的新年好,10.71,6179.7万,3,<0.1%,1262,3.1%,2020-01-11
1218474,狐踪谍影,10.19,78.5万,2,<0.1%,1709,2.1%,2020-01-11
1225993,雪人奇缘,9.68,1.22亿,199,<0.1%,12,100%,2020-01-11
1301498,盲舞,8.27,13.5万,79,<0.1%,18,100%,2020-01-11
1238837,天·火,8.16,1.69亿,11,<0.1%,144,21.8%,2020-01-11
1286126,守望人,7.90,19.7万,91,<0.1%,33,--,2020-01-11
344869,疯狂的外星人,7.74,22.09亿,82,<0.1%,12,100%,2020-01-11
1298853,致敬英雄,7.43,165.9万,7,<0.1%,332,7.4%,2020-01-11
1203825,唐顿庄园,7.32,2253.2万,14,<0.1%,123,19.1%,2020-01-11
1235560,白蛇：缘起,7.16,4.38亿,94,<0.1%,14,100%,2020-01-11
248803,我和我的小伙伴们,6.73,9.8万,143,<0.1%,16,100%,2020-01-11
1263104,中华熊猫,6.64,6.6万,6,<0.1%,412,5.2%,2020-01-11
1258163,利刃出鞘,6.39,1.99亿,14,<0.1%,104,16.5%,2020-01-11
1302015,士兵顺溜：兵王争锋,6.38,7.1万,4,<0.1%,576,3.6%,2020-01-11
378256,美丽人生,5.66,60.6万,16,<0.1%,107,--,2020-01-11
1260459,赛尔号大电影7：疯狂机器城,5.25,2946.1万,98,<0.1%,8,--,2020-01-11
1218091,飞驰人生,4.54,17.19亿,76,<0.1%,11,--,2020-01-11
1206875,大黄蜂,4.30,11.48亿,92,<0.1%,5,100%,2020-01-11
1214809,蕃薯浇米,3.95,10.5万,13,<0.1%,100,12.5%,2020-01-11
1215605,速度与激情：特别行动,3.76,14.32亿,70,<0.1%,6,100%,2020-01-11
1302042,那人那事,3.52,4.4万,5,<0.1%,242,4.6%,2020-01-11
1203046,坂本龙一：终曲,3.47,474.2万,10,<0.1%,82,9.9%,2020-01-11
1218029,少年的你,3.42,15.54亿,34,<0.1%,13,--,2020-01-11
1229697,四个春天,3.30,1147.0万,69,<0.1%,4,--,2020-01-11
1302313,阳光下的少年之我的无色世界,3.01,3.6万,1,<0.1%,4031,0.2%,2020-01-11
1218141,扫毒2天地对决,3.00,13.09亿,50,<0.1%,6,--,2020-01-11
1243361,烈火英雄,3.00,16.93亿,67,<0.1%,7,100%,2020-01-11
1215114,廉政风云,2.93,1.18亿,48,<0.1%,23,46.8%,2020-01-11
1277527,那时风华,2.78,1434.2万,20,<0.1%,32,12.5%,2020-01-11
1220833,燃点,2.62,863.7万,73,<0.1%,3,--,2020-01-11
345797,猪八戒传说,2.49,6570.3万,35,<0.1%,6,--,2020-01-11
1213197,很有态度,2.45,10.8万,78,<0.1%,6,62.3%,2020-01-11
1242431,最好的我们,2.34,4.14亿,91,<0.1%,4,--,2020-01-11
346409,尼斯大冒险,2.06,448.7万,5,<0.1%,168,5.4%,2020-01-11
1298416,妈妈我想你,2.00,129.8万,112,<0.1%,9,93.6%,2020-01-11
336934,横财局中局,1.93,457.0万,20,<0.1%,29,23.5%,2020-01-11
1278409,巧虎大飞船历险记,1.88,2389.1万,40,<0.1%,4,--,2020-01-11
1250610,乡村青年,1.70,961.8万,28,<0.1%,7,100%,2020-01-11
1227611,小小的愿望,1.67,2.84亿,84,<0.1%,3,--,2020-01-11
1236504,正正的世界,1.62,234.0万,136,<0.1%,4,100%,2020-01-11
1211698,碟仙,1.57,5573.9万,44,<0.1%,3,--,2020-01-11
1278147,古窑迷踪,1.52,80.6万,3,<0.1%,210,3.1%,2020-01-11
599133,无影之镜,1.47,6.3万,2,<0.1%,395,1.0%,2020-01-11
580298,新喜剧之王,1.46,6.26亿,183,<0.1%,2,--,2020-01-11
1240752,小Q,1.41,1.13亿,353,<0.1%,1,--,2020-01-11
248172,复仇者联盟4：终局之战,1.37,42.49亿,82,<0.1%,3,81.6%,2020-01-11
487449,心灵的阳光,1.04,1228.5万,37,<0.1%,9,--,2020-01-11
1302084,沂蒙之恋,1.00,1.3万,40,<0.1%,10,54.0%,2020-01-11
1218273,误杀,2147.47,10.47亿,12,17.6%,52842,8.8%,2020-01-12
1190122,叶问4：完结篇,2129.95,10.35亿,10,17.4%,62193,6.8%,2020-01-12
1279731,宠爱,2074.23,5.70亿,9,17.0%,70940,5.8%,2020-01-12
1298938,熊出没·狂野大陆,1079.14,3583.3万,11,8.8%,28586,8.5%,2020-01-12
1281095,紫罗兰永恒花园 外传：永远与自动手记人偶,628.32,2368.9万,6,5.1%,34040,5.4%,2020-01-12
1214142,变身特工,600.40,5564.3万,13,4.9%,13429,10.8%,2020-01-12
1219754,鲨海逃生,582.55,2474.0万,6,4.7%,36989,4.7%,2020-01-12
1220983,动物特工局,550.01,1638.6万,6,4.5%,29145,5.6%,2020-01-12
1303,美丽人生,306.94,4513.3万,12,2.5%,7548,11.5%,2020-01-12
1284594,我为你牺牲,253.75,2.37亿,83,2.0%,535,100%,2020-01-12
247949,冰雪奇缘2,212.47,8.45亿,10,1.7%,6398,9.5%,2020-01-12
1228869,半个喜剧,190.01,1.75亿,11,1.5%,5028,10.7%,2020-01-12
1196202,天使陷落,173.93,5764.3万,8,1.4%,6442,7.5%,2020-01-12
1201272,为家而战,167.37,1364.8万,2,1.3%,29300,1.4%,2020-01-12
1282915,寻找兰小草,145.07,157.9万,11,1.1%,145,20.3%,2020-01-12
443387,星球大战：天行者崛起,102.18,1.40亿,10,0.8%,2328,5.2%,2020-01-12
418207,理查德·朱维尔的哀歌,71.71,160.8万,9,0.5%,2172,8.9%,2020-01-12
1301459,海林都,65.10,4230.9万,106,0.5%,132,100%,2020-01-12
1255359,别告诉她,64.63,235.1万,6,0.5%,2830,5.7%,2020-01-12
1299333,鹭世界,58.41,230.2万,27,0.4%,768,21.6%,2020-01-12
1206836,神探蒲松龄,54.78,1.60亿,81,0.4%,97,--,2020-01-12
1277939,我和我的祖国,52.20,31.15亿,54,0.4%,123,100%,2020-01-12
1261203,解放·终局营救,40.76,3829.2万,60,0.3%,148,52.4%,2020-01-12
1230121,中国机长,39.11,28.86亿,79,0.3%,50,100%,2020-01-12
1298853,致敬英雄,33.64,199.5万,14,0.2%,335,15.6%,2020-01-12
1297995,只有芸知道,23.74,1.58亿,5,0.1%,1368,5.9%,2020-01-12
1301695,城市的星空,23.12,112.8万,83,0.1%,37,100%,2020-01-12
1301296,野猪,20.36,86.3万,3,0.1%,2769,2.9%,2020-01-12
1211270,哪吒之魔童降世,18.18,49.84亿,59,0.1%,43,100%,2020-01-12
1291012,为爱重生,17.50,2445.5万,28,0.1%,226,100%,2020-01-12
1237279,特警队,15.31,5529.5万,4,0.1%,1155,4.9%,2020-01-12
1213293,小羊肖恩2：末日农场,12.35,1668.1万,4,0.1%,997,4.2%,2020-01-12
1301498,盲舞,12.08,25.6万,79,<0.1%,26,100%,2020-01-12
1218029,少年的你,11.40,15.54亿,92,<0.1%,17,--,2020-01-12
1211698,碟仙,10.96,5584.8万,84,<0.1%,6,--,2020-01-12
1225993,雪人奇缘,10.79,1.23亿,108,<0.1%,25,100%,2020-01-12
1298827,亲爱的新年好,9.94,6189.6万,3,<0.1%,1357,2.5%,2020-01-12
248906,流浪地球,9.48,46.60亿,98,<0.1%,15,100%,2020-01-12
1212608,站住！小偷,9.13,71.5万,2,<0.1%,1906,2.0%,2020-01-12
1250700,攀登者,8.55,10.88亿,93,<0.1%,10,--,2020-01-12
1228776,下一任：前任,8.14,1.39亿,32,<0.1%,37,64.3%,2020-01-12
1286126,守望人,7.90,27.6万,91,<0.1%,33,--,2020-01-12
1203825,唐顿庄园,7.40,2260.6万,12,<0.1%,152,15.9%,2020-01-12
1218474,狐踪谍影,6.66,85.2万,2,<0.1%,1392,1.8%,2020-01-12
1243361,烈火英雄,6.59,16.93亿,94,<0.1%,9,--,2020-01-12
1258163,利刃出鞘,6.47,1.99亿,13,<0.1%,120,15.2%,2020-01-12
346690,你是凶手,5.70,4844.9万,96,<0.1%,12,94.1%,2020-01-12
1203046,坂本龙一：终曲,5.48,479.6万,13,<0.1%,99,12.6%,2020-01-12
378256,美丽人生,4.58,65.2万,12,<0.1%,117,--,2020-01-12
1212492,老师·好,4.52,3.54亿,126,<0.1%,6,--,2020-01-12
1302015,士兵顺溜：兵王争锋,4.44,11.5万,3,<0.1%,565,2.5%,2020-01-12
248803,我和我的小伙伴们,3.85,13.7万,80,<0.1%,13,100%,2020-01-12
1227611,小小的愿望,3.55,2.84亿,203,<0.1%,4,--,2020-01-12
1214809,蕃薯浇米,3.10,13.6万,9,<0.1%,107,8.2%,2020-01-12
1280015,武圣关公,2.99,19.5万,2,<0.1%,585,2.0%,2020-01-12
1197417,使徒行者2：谍影行动,2.99,7.01亿,232,<0.1%,3,--,2020-01-12
1215114,廉政风云,2.94,1.18亿,49,<0.1%,23,47.6%,2020-01-12
1242431,最好的我们,2.51,4.14亿,156,<0.1%,4,--,2020-01-12
342146,犯罪现场,2.33,2.54亿,117,<0.1%,5,--,2020-01-12
1277527,那时风华,2.04,1436.3万,12,<0.1%,35,10.0%,2020-01-12
1298416,妈妈我想你,2.00,131.8万,101,<0.1%,10,88.9%,2020-01-12
1243239,熊出没·原始时代,1.87,7.14亿,104,<0.1%,4,100%,2020-01-12
346409,尼斯大冒险,1.59,450.3万,4,<0.1%,183,4.3%,2020-01-12
410629,阿丽塔：战斗天使,1.46,8.96亿,292,<0.1%,1,--,2020-01-12
1229534,银河补习班,1.46,8.72亿,146,<0.1%,2,100%,2020-01-12
599133,无影之镜,1.35,7.7万,2,<0.1%,356,1.3%,2020-01-12
1189879,狮子王,1.31,8.32亿,263,<0.1%,1,--,2020-01-12
1211727,反贪风暴4,1.31,7.98亿,263,<0.1%,1,--,2020-01-12
1302313,阳光下的少年之我的无色世界,1.25,4.8万,2,<0.1%,235,2.3%,2020-01-12
1218141,扫毒2天地对决,1.16,13.09亿,145,<0.1%,2,--,2020-01-12
1278147,古窑迷踪,1.11,81.7万,2,<0.1%,226,2.0%,2020-01-12
1236504,正正的世界,1.08,235.1万,121,<0.1%,3,100%,2020-01-12
432132,童年,1.05,115.4万,129,<0.1%,3,100%,2020-01-12
580298,新喜剧之王,1.00,6.26亿,84,<0.1%,2,--,2020-01-12
1302084,沂蒙之恋,1.00,2.3万,58,<0.1%,7,70.0%,2020-01-12
1190122,叶问4：完结篇,1365.63,10.48亿,6,19.8%,64632,4.3%,2020-01-13
1218273,误杀,1276.81,10.60亿,7,18.5%,54746,5.2%,2020-01-13
1279731,宠爱,1223.12,5.82亿,6,17.8%,71164,3.6%,2020-01-13
1219754,鲨海逃生,342.63,2816.6万,4,4.9%,34650,3.0%,2020-01-13
1214142,变身特工,325.43,5889.7万,7,4.7%,15075,5.6%,2020-01-13
1281095,紫罗兰永恒花园 外传：永远与自动手记人偶,315.11,2684.0万,4,4.5%,29336,3.3%,2020-01-13
1220983,动物特工局,255.84,1894.4万,4,3.7%,21721,3.7%,2020-01-13
1277939,我和我的祖国,200.74,31.17亿,41,2.9%,107,66.9%,2020-01-13
1284594,我为你牺牲,159.84,2.38亿,47,2.3%,611,60.9%,2020-01-13
1303,美丽人生,158.62,4671.8万,6,2.3%,9267,5.0%,2020-01-13
1228869,半个喜剧,128.96,1.76亿,6,1.8%,6691,5.7%,2020-01-13
247949,冰雪奇缘2,127.88,8.46亿,7,1.8%,6436,5.9%,2020-01-13
1196202,天使陷落,103.94,5868.3万,5,1.5%,7675,4.0%,2020-01-13
1301459,海林都,77.19,4308.1万,104,1.1%,179,100%,2020-01-13
1201272,为家而战,66.50,1431.3万,1,0.9%,22573,0.8%,2020-01-13
1225993,雪人奇缘,61.00,1.23亿,181,0.8%,21,100%,2020-01-13
1261203,解放·终局营救,48.77,3878.0万,53,0.7%,202,52.0%,2020-01-13
1206836,神探蒲松龄,47.19,1.60亿,81,0.6%,75,100%,2020-01-13
1212192,差等生乔曦,46.34,113.6万,93,0.6%,21,--,2020-01-13
443387,星球大战：天行者崛起,42.09,1.40亿,4,0.6%,2394,2.4%,2020-01-13
418207,理查德·朱维尔的哀歌,37.22,198.0万,5,0.5%,2419,4.2%,2020-01-13
1299333,鹭世界,34.95,265.1万,16,0.5%,752,12.6%,2020-01-13
1298853,致敬英雄,30.90,230.5万,15,0.4%,295,16.3%,2020-01-13
1255359,别告诉她,30.19,265.3万,3,0.4%,2811,2.8%,2020-01-13
1301695,城市的星空,27.58,140.4万,83,0.4%,46,100%,2020-01-13
