totalBox, splitTotalBox, queryDate
6837.7,6263.0,2019-02-03
totalBox, splitTotalBox, queryDate
4175.3,3832.7,2019-02-04
totalBox, splitTotalBox, queryDate
145811.6,136811.3,2019-02-05
totalBox, splitTotalBox, queryDate
100610.7,93620.2,2019-02-06
totalBox, splitTotalBox, queryDate
93523.0,87159.0,2019-02-07
totalBox, splitTotalBox, queryDate
85540.1,79559.0,2019-02-08
totalBox, splitTotalBox, queryDate
83229.6,77412.7,2019-02-09
totalBox, splitTotalBox, queryDate
77486.2,72097.1,2019-02-10
totalBox, splitTotalBox, queryDate
61011.6,56560.6,2019-02-11
totalBox, splitTotalBox, queryDate
45049.8,41798.1,2019-02-12
totalBox, splitTotalBox, queryDate
38008.9,35289.3,2019-02-13
totalBox, splitTotalBox, queryDate
67212.8,62222.8,2019-02-14
totalBox, splitTotalBox, queryDate
33222.7,30869.0,2019-02-15
totalBox, splitTotalBox, queryDate
41373.8,38471.2,2019-02-16
totalBox, splitTotalBox, queryDate
35171.1,32679.0,2019-02-17
totalBox, splitTotalBox, queryDate
19225.5,17853.2,2019-02-18
totalBox, splitTotalBox, queryDate
21817.0,20264.5,2019-02-19
totalBox, splitTotalBox, queryDate
13339.9,12393.2,2019-02-20
totalBox, splitTotalBox, queryDate
11846.9,10981.1,2019-02-21
totalBox, splitTotalBox, queryDate
22936.0,21103.7,2019-02-22
totalBox, splitTotalBox, queryDate
33480.4,30873.8,2019-02-23
totalBox, splitTotalBox, queryDate
26845.9,24734.1,2019-02-24
totalBox, splitTotalBox, queryDate
9729.0,8932.4,2019-02-25
totalBox, splitTotalBox, queryDate
8514.2,7834.2,2019-02-26
totalBox, splitTotalBox, queryDate
7825.1,7199.0,2019-02-27
totalBox, splitTotalBox, queryDate
7276.7,6702.0,2019-02-28
totalBox, splitTotalBox, queryDate
15222.2,13773.7,2019-03-01
totalBox, splitTotalBox, queryDate
27041.7,24719.9,2019-03-02
totalBox, splitTotalBox, queryDate
20945.5,19121.0,2019-03-03
totalBox, splitTotalBox, queryDate
6670.6,6089.3,2019-03-04
totalBox, splitTotalBox, queryDate
6077.2,5561.3,2019-03-05
totalBox, splitTotalBox, queryDate
5666.7,5188.2,2019-03-06
totalBox, splitTotalBox, queryDate
8443.2,7690.9,2019-03-07
totalBox, splitTotalBox, queryDate
30618.3,28202.0,2019-03-08
totalBox, splitTotalBox, queryDate
34889.6,31993.9,2019-03-09
totalBox, splitTotalBox, queryDate
23940.6,21943.1,2019-03-10
totalBox, splitTotalBox, queryDate
7344.1,6696.6,2019-03-11
totalBox, splitTotalBox, queryDate
6247.1,5733.7,2019-03-12
totalBox, splitTotalBox, queryDate
5482.1,5036.3,2019-03-13
totalBox, splitTotalBox, queryDate
6725.0,6149.8,2019-03-14
totalBox, splitTotalBox, queryDate
13508.9,12246.0,2019-03-15
totalBox, splitTotalBox, queryDate
26756.5,24213.2,2019-03-16
totalBox, splitTotalBox, queryDate
24617.3,22226.9,2019-03-17
totalBox, splitTotalBox, queryDate
13435.6,12052.4,2019-03-18
totalBox, splitTotalBox, queryDate
10838.5,9764.5,2019-03-19
totalBox, splitTotalBox, queryDate
9129.0,8244.2,2019-03-20
totalBox, splitTotalBox, queryDate
7558.2,6844.5,2019-03-21
totalBox, splitTotalBox, queryDate
12274.4,11244.6,2019-03-22
totalBox, splitTotalBox, queryDate
19755.2,17967.4,2019-03-23
totalBox, splitTotalBox, queryDate
15242.5,13861.3,2019-03-24
totalBox, splitTotalBox, queryDate
5704.3,5186.0,2019-03-25
totalBox, splitTotalBox, queryDate
5063.5,4617.4,2019-03-26
totalBox, splitTotalBox, queryDate
4680.2,4275.0,2019-03-27
totalBox, splitTotalBox, queryDate
4670.2,4273.7,2019-03-28
totalBox, splitTotalBox, queryDate
9481.9,8718.5,2019-03-29
totalBox, splitTotalBox, queryDate
15355.5,14066.1,2019-03-30
totalBox, splitTotalBox, queryDate
12658.8,11580.9,2019-03-31
totalBox, splitTotalBox, queryDate
4519.7,4078.7,2019-04-01
totalBox, splitTotalBox, queryDate
4073.5,3717.5,2019-04-02
totalBox, splitTotalBox, queryDate
4724.7,4329.7,2019-04-03
totalBox, splitTotalBox, queryDate
14221.8,13216.8,2019-04-04
totalBox, splitTotalBox, queryDate
28335.8,26072.3,2019-04-05
totalBox, splitTotalBox, queryDate
25052.9,22882.8,2019-04-06
totalBox, splitTotalBox, queryDate
16457.6,15126.3,2019-04-07
totalBox, splitTotalBox, queryDate
6826.2,6222.5,2019-04-08
totalBox, splitTotalBox, queryDate
5922.7,5409.1,2019-04-09
totalBox, splitTotalBox, queryDate
5627.6,5144.1,2019-04-10
totalBox, splitTotalBox, queryDate
5180.0,4734.4,2019-04-11
totalBox, splitTotalBox, queryDate
8208.9,7525.0,2019-04-12
totalBox, splitTotalBox, queryDate
13589.2,12414.5,2019-04-13
totalBox, splitTotalBox, queryDate
11049.2,10086.0,2019-04-14
totalBox, splitTotalBox, queryDate
4265.1,3890.0,2019-04-15
totalBox, splitTotalBox, queryDate
3996.0,3650.7,2019-04-16
totalBox, splitTotalBox, queryDate
3734.3,3415.7,2019-04-17
totalBox, splitTotalBox, queryDate
3495.0,3206.1,2019-04-18
totalBox, splitTotalBox, queryDate
6075.6,5626.2,2019-04-19
totalBox, splitTotalBox, queryDate
10737.4,9909.8,2019-04-20
totalBox, splitTotalBox, queryDate
9047.8,8348.3,2019-04-21
totalBox, splitTotalBox, queryDate
3231.3,2988.3,2019-04-22
totalBox, splitTotalBox, queryDate
21761.6,20532.0,2019-04-23
totalBox, splitTotalBox, queryDate
54483.5,51818.2,2019-04-24
totalBox, splitTotalBox, queryDate
32429.5,30837.6,2019-04-25
totalBox, splitTotalBox, queryDate
43514.3,41394.4,2019-04-26
totalBox, splitTotalBox, queryDate
56828.9,53890.4,2019-04-27
totalBox, splitTotalBox, queryDate
21861.9,20800.6,2019-04-28
totalBox, splitTotalBox, queryDate
14367.7,13647.3,2019-04-29
totalBox, splitTotalBox, queryDate
28765.2,27305.7,2019-04-30
totalBox, splitTotalBox, queryDate
60073.8,56620.2,2019-05-01
totalBox, splitTotalBox, queryDate
41800.1,39425.7,2019-05-02
totalBox, splitTotalBox, queryDate
31423.4,29502.4,2019-05-03
totalBox, splitTotalBox, queryDate
19417.3,18226.2,2019-05-04
totalBox, splitTotalBox, queryDate
8285.7,7738.2,2019-05-05
totalBox, splitTotalBox, queryDate
5956.4,5570.9,2019-05-06
totalBox, splitTotalBox, queryDate
5263.6,4927.7,2019-05-07
totalBox, splitTotalBox, queryDate
4744.7,4434.3,2019-05-08
totalBox, splitTotalBox, queryDate
4539.9,4239.1,2019-05-09
totalBox, splitTotalBox, queryDate
13651.0,12808.6,2019-05-10
totalBox, splitTotalBox, queryDate
21914.6,20346.0,2019-05-11
totalBox, splitTotalBox, queryDate
16613.8,15351.9,2019-05-12
totalBox, splitTotalBox, queryDate
5584.4,5146.4,2019-05-13
totalBox, splitTotalBox, queryDate
4902.5,4541.2,2019-05-14
totalBox, splitTotalBox, queryDate
4524.8,4183.8,2019-05-15
totalBox, splitTotalBox, queryDate
4232.4,3910.2,2019-05-16
totalBox, splitTotalBox, queryDate
7327.1,6775.6,2019-05-17
totalBox, splitTotalBox, queryDate
14688.9,13572.5,2019-05-18
totalBox, splitTotalBox, queryDate
11783.6,10879.5,2019-05-19
totalBox, splitTotalBox, queryDate
8061.0,7366.4,2019-05-20
totalBox, splitTotalBox, queryDate
3940.5,3634.0,2019-05-21
totalBox, splitTotalBox, queryDate
3366.7,3118.0,2019-05-22
totalBox, splitTotalBox, queryDate
3306.4,3070.3,2019-05-23
totalBox, splitTotalBox, queryDate
7282.2,6808.9,2019-05-24
totalBox, splitTotalBox, queryDate
13941.8,12911.0,2019-05-25
totalBox, splitTotalBox, queryDate
11183.4,10328.2,2019-05-26
totalBox, splitTotalBox, queryDate
4158.0,3851.7,2019-05-27
totalBox, splitTotalBox, queryDate
3807.4,3531.9,2019-05-28
totalBox, splitTotalBox, queryDate
3685.6,3440.1,2019-05-29
totalBox, splitTotalBox, queryDate
4466.8,4186.2,2019-05-30
totalBox, splitTotalBox, queryDate
17771.3,16701.1,2019-05-31
totalBox, splitTotalBox, queryDate
36257.1,33474.2,2019-06-01
totalBox, splitTotalBox, queryDate
18781.6,17412.7,2019-06-02
totalBox, splitTotalBox, queryDate
5654.6,5219.7,2019-06-03
totalBox, splitTotalBox, queryDate
4916.8,4552.5,2019-06-04
totalBox, splitTotalBox, queryDate
6368.2,5916.2,2019-06-05
totalBox, splitTotalBox, queryDate
19183.7,17871.3,2019-06-06
totalBox, splitTotalBox, queryDate
33041.3,30512.2,2019-06-07
totalBox, splitTotalBox, queryDate
27184.3,25002.4,2019-06-08
totalBox, splitTotalBox, queryDate
18285.8,16827.3,2019-06-09
totalBox, splitTotalBox, queryDate
7927.6,7281.8,2019-06-10
totalBox, splitTotalBox, queryDate
7092.5,6528.9,2019-06-11
totalBox, splitTotalBox, queryDate
6328.1,5826.3,2019-06-12
totalBox, splitTotalBox, queryDate
6199.5,5723.0,2019-06-13
totalBox, splitTotalBox, queryDate
11822.2,11018.1,2019-06-14
totalBox, splitTotalBox, queryDate
17036.7,15712.7,2019-06-15
totalBox, splitTotalBox, queryDate
14023.8,12926.3,2019-06-16
totalBox, splitTotalBox, queryDate
6158.7,5694.2,2019-06-17
totalBox, splitTotalBox, queryDate
5695.3,5259.0,2019-06-18
totalBox, splitTotalBox, queryDate
5415.5,4998.8,2019-06-19
totalBox, splitTotalBox, queryDate
5263.6,4865.3,2019-06-20
totalBox, splitTotalBox, queryDate
11836.1,10934.7,2019-06-21
totalBox, splitTotalBox, queryDate
18120.3,16640.5,2019-06-22
totalBox, splitTotalBox, queryDate
15696.4,14404.4,2019-06-23
totalBox, splitTotalBox, queryDate
6581.0,6013.7,2019-06-24
totalBox, splitTotalBox, queryDate
6367.5,5821.5,2019-06-25
totalBox, splitTotalBox, queryDate
6292.0,5763.2,2019-06-26
totalBox, splitTotalBox, queryDate
8618.4,7921.9,2019-06-27
totalBox, splitTotalBox, queryDate
26616.7,24639.2,2019-06-28
totalBox, splitTotalBox, queryDate
31119.4,28790.8,2019-06-29
totalBox, splitTotalBox, queryDate
24730.2,22829.5,2019-06-30
totalBox, splitTotalBox, queryDate
11593.3,10584.4,2019-07-01
totalBox, splitTotalBox, queryDate
10095.5,9268.5,2019-07-02
totalBox, splitTotalBox, queryDate
8968.1,8263.7,2019-07-03
totalBox, splitTotalBox, queryDate
9821.5,9046.3,2019-07-04
totalBox, splitTotalBox, queryDate
22684.0,21043.1,2019-07-05
totalBox, splitTotalBox, queryDate
28869.5,26721.6,2019-07-06
totalBox, splitTotalBox, queryDate
26302.5,24243.7,2019-07-07
totalBox, splitTotalBox, queryDate
13673.4,12568.3,2019-07-08
totalBox, splitTotalBox, queryDate
12392.2,11410.2,2019-07-09
totalBox, splitTotalBox, queryDate
11627.8,10712.8,2019-07-10
totalBox, splitTotalBox, queryDate
11587.7,10684.6,2019-07-11
totalBox, splitTotalBox, queryDate
20942.7,19452.5,2019-07-12
totalBox, splitTotalBox, queryDate
29986.6,27892.6,2019-07-13
totalBox, splitTotalBox, queryDate
29097.6,26966.7,2019-07-14
totalBox, splitTotalBox, queryDate
13281.6,12220.0,2019-07-15
totalBox, splitTotalBox, queryDate
12084.1,11178.4,2019-07-16
totalBox, splitTotalBox, queryDate
11325.9,10509.7,2019-07-17
totalBox, splitTotalBox, queryDate
13148.9,12273.6,2019-07-18
totalBox, splitTotalBox, queryDate
16120.8,15034.5,2019-07-19
totalBox, splitTotalBox, queryDate
24843.3,22936.2,2019-07-20
totalBox, splitTotalBox, queryDate
26135.4,24106.3,2019-07-21
totalBox, splitTotalBox, queryDate
11103.5,10249.2,2019-07-22
totalBox, splitTotalBox, queryDate
10669.3,9885.8,2019-07-23
totalBox, splitTotalBox, queryDate
9673.5,8967.7,2019-07-24
totalBox, splitTotalBox, queryDate
9625.3,8956.3,2019-07-25
totalBox, splitTotalBox, queryDate
22744.1,21168.2,2019-07-26
totalBox, splitTotalBox, queryDate
34897.4,32330.5,2019-07-27
totalBox, splitTotalBox, queryDate
41125.8,38124.5,2019-07-28
totalBox, splitTotalBox, queryDate
23561.9,21702.5,2019-07-29
totalBox, splitTotalBox, queryDate
23834.1,21991.6,2019-07-30
totalBox, splitTotalBox, queryDate
23820.3,22021.0,2019-07-31
totalBox, splitTotalBox, queryDate
32660.9,30503.5,2019-08-01
totalBox, splitTotalBox, queryDate
36421.0,33920.8,2019-08-02
totalBox, splitTotalBox, queryDate
52715.8,48680.1,2019-08-03
totalBox, splitTotalBox, queryDate
52973.6,48919.1,2019-08-04
totalBox, splitTotalBox, queryDate
28095.4,25906.7,2019-08-05
totalBox, splitTotalBox, queryDate
26255.8,24229.8,2019-08-06
totalBox, splitTotalBox, queryDate
56948.2,52517.6,2019-08-07
totalBox, splitTotalBox, queryDate
26038.9,24058.2,2019-08-08
totalBox, splitTotalBox, queryDate
30650.7,28705.3,2019-08-09
totalBox, splitTotalBox, queryDate
36872.9,34126.6,2019-08-10
totalBox, splitTotalBox, queryDate
35890.4,33192.2,2019-08-11
totalBox, splitTotalBox, queryDate
18561.0,17147.4,2019-08-12
totalBox, splitTotalBox, queryDate
16509.8,15281.2,2019-08-13
totalBox, splitTotalBox, queryDate
14801.1,13719.3,2019-08-14
totalBox, splitTotalBox, queryDate
13285.1,12307.2,2019-08-15
totalBox, splitTotalBox, queryDate
23590.9,21884.6,2019-08-16
totalBox, splitTotalBox, queryDate
27713.2,25636.7,2019-08-17
totalBox, splitTotalBox, queryDate
25791.9,23834.2,2019-08-18
totalBox, splitTotalBox, queryDate
13435.6,12397.4,2019-08-19
totalBox, splitTotalBox, queryDate
12295.3,11376.6,2019-08-20
totalBox, splitTotalBox, queryDate
11555.4,10695.4,2019-08-21
totalBox, splitTotalBox, queryDate
13955.0,12938.6,2019-08-22
totalBox, splitTotalBox, queryDate
32037.7,29691.7,2019-08-23
totalBox, splitTotalBox, queryDate
34839.4,32200.7,2019-08-24
totalBox, splitTotalBox, queryDate
29392.3,27153.1,2019-08-25
totalBox, splitTotalBox, queryDate
15053.1,13827.1,2019-08-26
totalBox, splitTotalBox, queryDate
12977.3,11955.5,2019-08-27
totalBox, splitTotalBox, queryDate
11565.8,10667.2,2019-08-28
totalBox, splitTotalBox, queryDate
10479.3,9684.0,2019-08-29
totalBox, splitTotalBox, queryDate
12737.4,11833.8,2019-08-30
totalBox, splitTotalBox, queryDate
17441.2,16148.7,2019-08-31
totalBox, splitTotalBox, queryDate
13742.1,12651.2,2019-09-01
totalBox, splitTotalBox, queryDate
4944.1,4543.1,2019-09-02
totalBox, splitTotalBox, queryDate
4476.7,4122.8,2019-09-03
totalBox, splitTotalBox, queryDate
4055.4,3739.4,2019-09-04
totalBox, splitTotalBox, queryDate
3960.3,3542.5,2019-09-05
totalBox, splitTotalBox, queryDate
6183.8,5714.3,2019-09-06
totalBox, splitTotalBox, queryDate
13434.7,12326.7,2019-09-07
totalBox, splitTotalBox, queryDate
10804.6,9963.4,2019-09-08
totalBox, splitTotalBox, queryDate
3853.8,3552.8,2019-09-09
totalBox, splitTotalBox, queryDate
4002.6,3713.3,2019-09-10
totalBox, splitTotalBox, queryDate
3429.3,3176.5,2019-09-11
totalBox, splitTotalBox, queryDate
9077.1,8348.8,2019-09-12
totalBox, splitTotalBox, queryDate
37095.1,33987.2,2019-09-13
totalBox, splitTotalBox, queryDate
27566.5,25201.0,2019-09-14
totalBox, splitTotalBox, queryDate
15731.5,14402.4,2019-09-15
totalBox, splitTotalBox, queryDate
5566.3,5107.4,2019-09-16
totalBox, splitTotalBox, queryDate
4801.9,4416.5,2019-09-17
totalBox, splitTotalBox, queryDate
4447.1,4110.9,2019-09-18
totalBox, splitTotalBox, queryDate
4001.9,3698.3,2019-09-19
totalBox, splitTotalBox, queryDate
7679.8,7215.1,2019-09-20
totalBox, splitTotalBox, queryDate
13606.6,12605.3,2019-09-21
totalBox, splitTotalBox, queryDate
11013.1,10167.9,2019-09-22
totalBox, splitTotalBox, queryDate
4264.8,3957.0,2019-09-23
totalBox, splitTotalBox, queryDate
4092.8,3811.7,2019-09-24
totalBox, splitTotalBox, queryDate
4137.7,3875.0,2019-09-25
totalBox, splitTotalBox, queryDate
3818.1,3569.8,2019-09-26
totalBox, splitTotalBox, queryDate
4915.0,4594.7,2019-09-27
totalBox, splitTotalBox, queryDate
16964.4,15924.8,2019-09-28
totalBox, splitTotalBox, queryDate
4696.8,4363.3,2019-09-29
totalBox, splitTotalBox, queryDate
67354.7,63214.0,2019-09-30
totalBox, splitTotalBox, queryDate
81548.0,75439.6,2019-10-01
totalBox, splitTotalBox, queryDate
78301.7,72574.5,2019-10-02
totalBox, splitTotalBox, queryDate
69487.3,64331.2,2019-10-03
totalBox, splitTotalBox, queryDate
61759.4,57668.9,2019-10-04
totalBox, splitTotalBox, queryDate
58838.1,55242.1,2019-10-05
totalBox, splitTotalBox, queryDate
55568.6,52007.3,2019-10-06
totalBox, splitTotalBox, queryDate
41150.2,38401.2,2019-10-07
totalBox, splitTotalBox, queryDate
16870.3,15728.9,2019-10-08
totalBox, splitTotalBox, queryDate
15426.7,14475.7,2019-10-09
totalBox, splitTotalBox, queryDate
14220.1,13425.3,2019-10-10
totalBox, splitTotalBox, queryDate
13722.1,12975.6,2019-10-11
totalBox, splitTotalBox, queryDate
25503.3,23967.5,2019-10-12
totalBox, splitTotalBox, queryDate
26636.8,24837.7,2019-10-13
totalBox, splitTotalBox, queryDate
11065.1,10448.9,2019-10-14
totalBox, splitTotalBox, queryDate
10448.0,9907.5,2019-10-15
totalBox, splitTotalBox, queryDate
10043.1,9547.2,2019-10-16
totalBox, splitTotalBox, queryDate
9579.9,9107.6,2019-10-17
totalBox, splitTotalBox, queryDate
20860.4,19230.5,2019-10-18
totalBox, splitTotalBox, queryDate
27730.7,25496.7,2019-10-19
totalBox, splitTotalBox, queryDate
21210.1,19528.6,2019-10-20
totalBox, splitTotalBox, queryDate
8538.8,7896.9,2019-10-21
totalBox, splitTotalBox, queryDate
8191.8,7635.6,2019-10-22
totalBox, splitTotalBox, queryDate
7639.4,7153.7,2019-10-23
totalBox, splitTotalBox, queryDate
7036.8,6606.6,2019-10-24
totalBox, splitTotalBox, queryDate
23207.4,21574.4,2019-10-25
totalBox, splitTotalBox, queryDate
35358.0,32644.1,2019-10-26
totalBox, splitTotalBox, queryDate
28844.6,26622.3,2019-10-27
totalBox, splitTotalBox, queryDate
12436.7,11508.6,2019-10-28
totalBox, splitTotalBox, queryDate
11040.3,10268.8,2019-10-29
totalBox, splitTotalBox, queryDate
9802.9,9144.1,2019-10-30
totalBox, splitTotalBox, queryDate
9556.6,8927.5,2019-10-31
totalBox, splitTotalBox, queryDate
20563.2,18827.4,2019-11-01
totalBox, splitTotalBox, queryDate
31371.6,28775.4,2019-11-02
totalBox, splitTotalBox, queryDate
22451.8,20633.4,2019-11-03
totalBox, splitTotalBox, queryDate
9080.9,8400.2,2019-11-04
totalBox, splitTotalBox, queryDate
7953.0,7387.3,2019-11-05
totalBox, splitTotalBox, queryDate
7205.6,6704.2,2019-11-06
totalBox, splitTotalBox, queryDate
7282.3,6785.2,2019-11-07
totalBox, splitTotalBox, queryDate
12986.2,12161.3,2019-11-08
totalBox, splitTotalBox, queryDate
22377.0,20688.2,2019-11-09
totalBox, splitTotalBox, queryDate
15929.3,14730.1,2019-11-10
totalBox, splitTotalBox, queryDate
6700.9,6220.0,2019-11-11
totalBox, splitTotalBox, queryDate
6172.8,5731.1,2019-11-12
totalBox, splitTotalBox, queryDate
5589.9,5190.9,2019-11-13
totalBox, splitTotalBox, queryDate
5289.5,4920.0,2019-11-14
totalBox, splitTotalBox, queryDate
11077.1,10274.7,2019-11-15
totalBox, splitTotalBox, queryDate
17615.7,16181.7,2019-11-16
totalBox, splitTotalBox, queryDate
13527.8,12426.1,2019-11-17
totalBox, splitTotalBox, queryDate
5745.1,5297.9,2019-11-18
totalBox, splitTotalBox, queryDate
5381.6,4981.4,2019-11-19
totalBox, splitTotalBox, queryDate
5109.2,4736.0,2019-11-20
totalBox, splitTotalBox, queryDate
5142.3,4788.5,2019-11-21
totalBox, splitTotalBox, queryDate
13326.3,12365.5,2019-11-22
totalBox, splitTotalBox, queryDate
25787.4,23725.3,2019-11-23
totalBox, splitTotalBox, queryDate
20507.6,18857.4,2019-11-24
totalBox, splitTotalBox, queryDate
5709.0,5280.7,2019-11-25
totalBox, splitTotalBox, queryDate
5177.2,4810.4,2019-11-26
totalBox, splitTotalBox, queryDate
4661.3,4348.1,2019-11-27
totalBox, splitTotalBox, queryDate
4412.5,4119.9,2019-11-28
totalBox, splitTotalBox, queryDate
13072.7,12214.5,2019-11-29
totalBox, splitTotalBox, queryDate
22331.1,20584.2,2019-11-30
totalBox, splitTotalBox, queryDate
17626.9,16221.7,2019-12-01
totalBox, splitTotalBox, queryDate
5478.2,5068.2,2019-12-02
totalBox, splitTotalBox, queryDate
4888.2,4530.6,2019-12-03
totalBox, splitTotalBox, queryDate
4606.8,4286.2,2019-12-04
totalBox, splitTotalBox, queryDate
5558.2,5241.3,2019-12-05
totalBox, splitTotalBox, queryDate
14561.5,13602.8,2019-12-06
totalBox, splitTotalBox, queryDate
20411.5,18823.7,2019-12-07
totalBox, splitTotalBox, queryDate
15916.7,14751.1,2019-12-08
totalBox, splitTotalBox, queryDate
5790.3,5410.8,2019-12-09
totalBox, splitTotalBox, queryDate
5627.9,5241.3,2019-12-10
totalBox, splitTotalBox, queryDate
5296.7,4941.1,2019-12-11
totalBox, splitTotalBox, queryDate
7253.6,6840.4,2019-12-12
totalBox, splitTotalBox, queryDate
14216.3,13405.2,2019-12-13
totalBox, splitTotalBox, queryDate
22090.2,20579.9,2019-12-14
totalBox, splitTotalBox, queryDate
19751.1,18415.6,2019-12-15
totalBox, splitTotalBox, queryDate
8817.8,8249.8,2019-12-16
totalBox, splitTotalBox, queryDate
8674.4,8203.0,2019-12-17
totalBox, splitTotalBox, queryDate
8611.6,8062.6,2019-12-18
totalBox, splitTotalBox, queryDate
8619.0,8051.6,2019-12-19
totalBox, splitTotalBox, queryDate
20582.4,19351.2,2019-12-20
totalBox, splitTotalBox, queryDate
27784.2,25699.6,2019-12-21
totalBox, splitTotalBox, queryDate
22722.0,20924.4,2019-12-22
totalBox, splitTotalBox, queryDate
9716.6,8975.8,2019-12-23
totalBox, splitTotalBox, queryDate
13622.1,12436.5,2019-12-24
totalBox, splitTotalBox, queryDate
13003.0,11890.5,2019-12-25
totalBox, splitTotalBox, queryDate
8037.2,7404.3,2019-12-26
totalBox, splitTotalBox, queryDate
12628.4,11740.0,2019-12-27
totalBox, splitTotalBox, queryDate
18784.9,17317.6,2019-12-28
totalBox, splitTotalBox, queryDate
15684.5,14487.1,2019-12-29
totalBox, splitTotalBox, queryDate
7879.0,7295.1,2019-12-30
